quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	41	46	38	37	162
2	17	34	43	49	143
3	17	27	47	58	149
4	11	25	47	66	149
All	86	132	175	210	603
