quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	5	12	10	10	37
2	24	40	37	49	150
3	14	28	43	59	144
4	11	23	34	26	94
All	54	103	124	144	425
