quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	90	94	82	63	329
2	44	71	74	88	277
3	31	53	106	128	318
4	24	44	78	122	268
All	189	262	340	401	1192
