quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	166	161	155	127	609
2	61	80	84	106	331
3	41	57	107	123	328
4	34	48	78	122	282
All	302	346	424	478	1550
