quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	10	15	11	10	46
2	16	16	14	28	74
3	7	18	19	16	60
4	3	10	11	9	33
All	36	59	55	63	213
