quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	13	14	17	6	50
2	27	49	65	54	195
3	11	31	55	79	176
4	6	14	35	67	122
All	57	108	172	206	543
