quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	6	9	13	5	33
2	23	49	69	52	193
3	18	28	72	125	243
4	4	17	50	176	247
All	51	103	204	358	716
