quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	9	13	11	8	41
2	13	15	14	26	68
3	6	17	15	13	51
4	2	9	8	7	26
All	30	54	48	54	186
