quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	125	121	118	54	418
2	47	87	112	87	333
3	19	44	127	187	377
4	3	21	71	241	336
All	194	273	428	569	1464
