quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	165	144	139	73	521
2	53	113	145	105	416
3	25	63	148	210	446
4	7	26	85	266	384
All	250	346	517	654	1767
