quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	0	0	0	0
2	0	0	1	0	1
3	0	0	0	0	0
4	0	0	0	1	1
All	0	0	1	1	2
