quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	34	32	38	18	122
2	41	82	120	102	345
3	21	55	132	192	400
4	8	25	80	244	357
All	104	194	370	556	1224
