quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	78	65	71	35	249
2	36	79	110	91	316
3	21	54	129	184	388
4	7	23	75	243	348
All	142	221	385	553	1301
