quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	17	30	19	18	84
2	34	53	59	91	237
3	31	45	94	121	291
4	22	47	76	118	263
All	104	175	248	348	875
