quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	48	49	47	40	184
2	28	56	62	86	232
3	32	50	96	124	302
4	20	50	74	122	266
All	128	205	279	372	984
