quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	241	250	186	93	770
2	68	138	156	115	477
3	28	62	162	198	450
4	10	28	78	277	393
All	347	478	582	683	2090
