quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	187	173	161	130	651
2	66	90	99	110	365
3	45	61	113	133	352
4	37	50	81	128	296
All	335	374	454	501	1664
