quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	9	15	17	12	53
2	8	22	30	28	88
3	12	15	30	44	101
4	7	16	31	49	103
All	36	68	108	133	345
