quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	129	123	118	55	425
2	51	97	125	93	366
3	19	46	139	199	403
4	6	23	75	250	354
All	205	289	457	597	1548
