quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	136	168	120	69	493
2	48	95	130	87	360
3	19	48	129	183	379
4	4	28	65	249	346
All	207	339	444	588	1578
