quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	107	114	103	75	399
2	49	77	81	106	313
3	39	54	116	146	355
4	23	52	83	138	296
All	218	297	383	465	1363
