quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	144	170	123	72	509
2	58	104	139	97	398
3	20	50	146	196	412
4	5	29	71	260	365
All	227	353	479	625	1684
