quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	88	78	73	38	277
2	49	90	131	106	376
3	21	58	129	199	407
4	9	24	80	239	352
All	167	250	413	582	1412
