quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	52	54	48	40	194
2	33	61	67	95	256
3	36	53	105	132	326
4	21	54	81	127	283
All	142	222	301	394	1059
