quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	82	70	67	35	254
2	46	83	124	100	353
3	18	54	118	191	381
4	8	22	73	221	324
All	154	229	382	547	1312
