quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	91	100	92	66	349
2	45	70	76	94	285
3	32	51	103	134	320
4	21	47	78	123	269
All	189	268	349	417	1223
