quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	60	59	58	31	208
2	21	51	64	49	185
3	9	24	61	96	190
4	1	10	45	143	199
All	91	144	228	319	782
