quality2	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	163	153	148	119	583
2	64	88	91	115	358
3	47	56	115	143	361
4	31	52	84	137	304
All	305	349	438	514	1606
