quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	54	66	53	44	217
2	42	65	80	108	295
3	37	50	105	144	336
4	24	50	86	128	288
All	157	231	324	424	1136
