quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	50	51	47	40	188
2	29	56	63	89	237
3	32	50	98	126	306
4	20	51	76	123	270
All	131	208	284	378	1001
