quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2	2	1	0	5
2	8	22	22	21	73
3	5	11	21	20	57
4	1	7	17	13	38
All	16	42	61	54	173
