quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1	1	1	1	4
2	5	13	13	21	52
3	5	13	12	11	41
4	3	9	11	7	30
All	14	36	37	40	127
