quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	105	110	96	73	384
2	49	75	81	103	308
3	36	52	109	139	336
4	23	50	82	131	286
All	213	287	368	446	1314
