quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	14	15	17	6	52
2	27	50	65	55	197
3	11	32	57	80	180
4	6	14	36	67	123
All	58	111	175	208	552
