quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	50	35	52	17	154
2	40	73	83	62	258
3	16	44	68	91	219
4	7	17	44	83	151
All	113	169	247	253	782
