quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	47	30	47	16	140
2	37	64	76	55	232
3	13	39	58	82	192
4	7	16	36	73	132
All	104	149	217	226	696
