quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	98	98	102	90	388
2	48	64	73	94	279
3	36	51	96	124	307
4	30	45	78	119	272
All	212	258	349	427	1246
