quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	228	269	187	101	785
2	67	119	153	101	440
3	26	52	147	180	405
4	8	30	71	243	352
All	329	470	558	625	1982
