quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2	2	1	0	5
2	7	21	21	19	68
3	5	10	19	20	54
4	1	7	16	13	37
All	15	40	57	52	164
