quality1	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	99	101	102	91	393
2	54	68	83	99	304
3	37	57	105	131	330
4	30	49	81	123	283
All	220	275	371	444	1310
