quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	32	30	38	16	116
2	36	76	110	99	321
3	21	46	122	180	369
4	7	23	77	233	340
All	96	175	347	528	1146
