quality4	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	53	64	52	44	213
2	41	62	75	105	283
3	35	49	98	139	321
4	24	49	84	116	273
All	153	224	309	404	1090
