quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	139	170	122	71	502
2	49	97	132	90	368
3	20	48	132	184	384
4	4	28	66	253	351
All	212	343	452	598	1605
