quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	121	117	117	51	406
2	45	85	110	86	326
3	19	44	125	184	372
4	3	21	70	235	329
All	188	267	422	556	1433
