quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	10	15	21	8	54
2	28	51	61	66	206
3	9	29	82	122	242
4	5	16	48	163	232
All	52	111	212	359	734
