quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	2	7	10	3	22
2	22	28	35	37	122
3	7	17	41	57	122
4	5	9	23	41	78
All	36	61	109	138	344
