quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	0	1	4	1	6
2	11	13	7	14	45
3	1	4	14	13	32
4	1	5	8	8	22
All	13	23	33	36	105
