quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1176.5913	0	0	0	358.13379
2	1952.3912	1767.8242	2791.8782	1940.9624	2146.5046
3	1837.4677	2588.9077	1554.7101	3915.1287	2668.0994
4	2399.4092	3624.9719	1279.9601	842.04315	1610.329
All	1872.6169	2267.3347	1858.6058	2420.9106	2148.2456
