quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	179.24826	532.82983	478.29092	242.33261	392.66946
2	1740.5497	2859.2114	3716.6555	2408.5154	2941.0078
3	1720.9827	1616.194	2649.1731	2163.2925	2243.4172
4	6732.2305	2753.366	2843.4543	2322.2593	2487.9487
All	801.34601	1498.5377	2338.7732	2036.7928	1898.3048
