quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	7.8848786	8.5859709	8.945384	8.591506	8.5556078
2	7.2358928	7.3575234	7.2252312	8.4631271	7.7091894
3	8.063674	6.9332113	7.6141157	6.8951087	7.2376924
4	6.2026992	7.4676948	6.9908638	8.3429117	7.6406446
All	7.5265636	7.7016449	7.7221594	7.9322414	7.7738099
