quality3	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	689.56799	1411.2538	905.59381	1669.9778	1214.6622
2	2143.8679	4149.6851	7344.0742	7870.0801	6481.4551
3	2834.6001	2548.4141	5593.4126	12341.871	7979.0151
4	1717.8782	4217.5293	5828.2217	26243.256	15298.164
All	2012.8441	3178.1133	5351.0396	15806.929	9010.2705
