quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1562.2012	1898.5815	2486.4937	1898.5327	1991.8551
2	3600.1682	6894.8916	5423.6099	5659.3413	5724.3315
3	4437.8052	4130.9126	6084.5884	6415.9009	5968.3716
4	0	3517.4561	8672.0898	14858.187	12988.067
All	2221.0405	3876.0969	5324.1724	9389.0186	6509.6782
