quality4	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	3017.6541	0	1977.9188	1967.8469	1585.3322
2	8757.04	9627.3994	16556.965	7810.9067	11555.892
3	7968.7446	10017.539	12109.556	11071.035	11100.366
4	16688.438	11127.565	13007.173	11647.936	11943.941
All	8693.2559	9127.3594	13009.415	10788.75	11093.684
