quality3	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	11674.872	13103.094	13666.901	11418.501	12625.681
2	9515.752	10349.081	9175.8877	7290.5127	8977.5186
3	7555.2085	7042.7705	6676.7197	7087.8228	6968.9077
4	4586.2666	7284.3164	5781.6885	5630.874	5747.439
All	10458.998	10548.122	9001.7441	6977.9946	8598.1074
