quality6	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1649.5477	1795.2827	1809.8582	2018.6545	1844.4653
2	1259.9938	1269.9424	1105.5059	1575.6296	1373.4167
3	1258.3933	1205.7045	1304.8502	985.10394	1179.3704
4	1955.2775	1146.7173	1030.2037	1447.7479	1260.2726
All	1432.7455	1347.3475	1305.9152	1471.8862	1387.1183
