quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1718.1348	1899.0764	2238.4475	2054.8445	1992.5336
2	3748.8628	9246.8037	8247.082	9099.165	8358.2246
3	7402.4224	7937.0991	10557.629	10921.492	10328.842
4	10511.902	9912.9883	16276.886	18312.336	17345.205
All	3030.3809	5869.4126	8648.2158	13014.777	9566.8857
