quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	582.28992	257.57001	999.17572	426.60855	539.80206
2	4183.3735	2881.1619	2942.749	1343.3444	2446.8069
3	7841.1104	4522.5625	2821.4304	911.86169	2670.3735
4	4836.4019	3581.7886	2858.0557	1667.6433	2885.5601
All	5236.499	3224.3091	2734.4685	1163.0641	2486.2695
