quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1459.9617	856.25684	2822.2668	890.73767	1506.1964
2	6099.1733	7148.9917	7543.0493	5473.9263	6513.3779
3	6697.209	6996.2759	6486.9233	11167.436	8642.376
4	4866.811	4994.8481	6843.2642	6152.0391	5992.9893
All	5705.0645	5832.4722	6598.5703	7735.5601	6763.8149
