quality1	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	1666.9332	1487.0302	1260.4774	926.99432	1370.3921
2	4825.5664	3799.5728	4566.1138	5807.7515	4746.3491
3	4301.6836	5028.8428	4739.6006	6783.0059	5785.5723
4	2820.3369	9947.6797	6026.6411	8376.4521	7986.4014
All	2633.6946	3413.916	3950.5576	6638.0791	4834.1494
