quality2	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.11776041	.21378705	.19953279	.14711185	.17664401
2	.57273185	.50979972	.57093686	.49888688	.53316838
3	.62844396	.60140049	.54181945	.50842249	.533678
4	.53646761	.78676063	.49406266	.40401933	.4475022
All	.30090639	.45566812	.46036032	.43096587	.43422049
