quality5	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	.75302029	0	.41120589	0	.24340744
2	.57693332	.67777497	.78295201	.61138034	.68873942
3	.56439483	.52198291	.6783312	.71722418	.6671946
4	1	.61303538	.71900523	.61048025	.6601336
All	.67046201	.5713979	.71181405	.64325255	.65298074
