quality6	afqt_quartile1	afqt_quartile2	afqt_quartile3	afqt_quartile4	afqt_quartileALL
1	14623.518	18973.807	22776.996	22473.932	20016.109
2	10864.897	20471.791	17009.701	15146.479	16534.256
3	14368.284	11253.279	14367.099	10527.436	12005.021
4	7906.5098	10406.503	10886.682	14503.432	12232.22
All	12693.424	16314.341	16955.957	13615.177	15244.493
