quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	1988.7251	1839.894	1606.4648	1794.0942	1794.8418
2	1310.5961	1370.5656	1092.8676	1311.9403	1269.0157
3	1036.1482	1085.2526	1233.4506	1100.2675	1133.2296
4	867.96271	1262.424	1155.6774	1265.8268	1193.5344
All	1327.7476	1383.11	1229.7825	1292.5328	1299.443
