quality5	inc_quartile1	inc_quartile2	inc_quartile3	inc_quartile4	inc_quartileALL
1	8.5297966	10.373797	9.550622	11.29454	10.171635
2	8.8628654	9.9606199	8.2938023	10.43761	9.633935
3	9.9071398	8.8087578	9.1494265	8.6335421	8.9200411
4	5.9808583	8.4002905	8.7970209	10.829304	9.0990171
All	8.5037966	9.3677092	8.9059982	9.9954109	9.3885937
